Sl No,Udise Code,School Name,District Name,Block Name,Type,Management,Category,Class From,Class To,Status,TOT STUDENT(1 TO 12),TOT TEACHER,PS TOT,UPS TOT,SEC TOT,HI SEC TOT,Pre-Primary Availability,No. of Pre-Primary Classes,School Location,Arts Stream,Commerce Stream,Science Stream,Vocational Stream,Other Streams
7470,21090902302,MIRZAPUR GOVT. U.G.M.E.SCHOOL,BHADRAK-2109,BHADRAK-210902,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,392,14,205,187,0,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
7472,21090207601,NALANGA  GOVT U.G.M.E. SCHOOL,BHADRAK-2109,BHADRAK-210902,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,192,10,118,74,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
7473,21090901905,"NARAYAN CHANDRA NODAL HIGH SCHOOL,PURUNABAZAR",BHADRAK-2109,BHADRAK-210902,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,1269,23,210,472,587,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
7474,21090900401,NATWAR GOVT. U.P. SCHOOL,BHADRAK-2109,BHADRAK-210902,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,197,10,101,96,0,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
7475,21090214502,N.D.M.  M.E. SCHOOL,BHADRAK-2109,BHADRAK-210902,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,268,9,102,166,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
7476,21090901402,NILAKANTHAPUR U.G.M.E.SCHOOL,BHADRAK-2109,BHADRAK-210902,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,253,9,140,113,0,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
7478,21090205801,PAGAD U.G.M.E. SCHOOL,BHADRAK-2109,BHADRAK-210902,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,113,5,61,52,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
7485,21090200902,RAJAMUKUNDAPUR  GOVT UP SCHOOL,BHADRAK-2109,BHADRAK-210902,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,101,4,71,30,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
7486,21090214105,"RAMESWAR GOVT U.P SCHOOL,RANDIA.",BHADRAK-2109,BHADRAK-210902,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,4 - Upper Primary only,6,8,Oper,122,5,0,122,0,0,NA,NA,1-Rural,NA,NA,NA,NA,NA
7489,21090210401,R.G.PATANA U.G.M.E. SCHOOL,BHADRAK-2109,BHADRAK-210902,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,100,3,59,41,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
7490,21090203303,R.N. BETARA  NODAL U.P. SCHOOL,BHADRAK-2109,BHADRAK-210902,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,185,7,113,72,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
7492,21090215001,SAHADA HARIJAN DOLAGOBINDA NODAL U.P. SCHOOL,BHADRAK-2109,BHADRAK-210902,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,123,8,72,51,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
7496,21090201802,SARAGADIA GOVT. UPPER PRIMARY SCHOOL,BHADRAK-2109,BHADRAK-210902,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,83,6,46,37,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
7501,21090902101,SHANKARPUR URDU U.G.M.E.SCHOOL,BHADRAK-2109,BHADRAK-210902,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,512,16,322,190,0,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
7505,21090201001,SUSUA U.G.M.E. SCHOOL,BHADRAK-2109,BHADRAK-210902,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,147,4,86,61,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
7507,21090200203,TALANGA GOVT.  U.P. SCHOOL,BHADRAK-2109,BHADRAK-210902,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,222,8,94,128,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
7509,21090214601,TORANAPADA PUPS,BHADRAK-2109,BHADRAK-210902,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,101,7,53,48,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
7510,21090210105,TUMBHAPADI  U.P.S.,BHADRAK-2109,BHADRAK-210902,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,43,4,19,24,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
7511,21090901202,"ZILLA SCHOOL,BHADRAK",BHADRAK-2109,BHADRAK-210902,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,7 - Upper Pr. and Secondary,6,10,Oper,687,11,0,347,340,0,NA,NA,2-Urban,NA,NA,NA,NA,NA
7580,21090213801,BAUDPUR  PROJECT U.P.S.,BHADRAK-2109,BHADRAK-210902,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,126,10,71,55,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
7581,21090202601,BHABANIBINDHA  PROJECT U.P.S.,BHADRAK-2109,BHADRAK-210902,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,148,5,92,56,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
7582,21090901901,BHADRAK URDU PROJECT UPS,BHADRAK-2109,BHADRAK-210902,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,381,12,239,142,0,0,1 - Yes,1,2-Urban,NA,NA,NA,NA,NA
